107,279
107,675
107,155
107,452
108,264
108,420
109,777
109,494
109,670
109,544
110,119
111,753
111,127
111,389
112,257
113,693
113,271
114,265
114,345
115,346
115,679
116,390
117,261
117,372
117,43
118,622
119,38
119,772
119,714
120,548
120,73
120,545
121,126
121,628
121,678
121,563
122,214
122,502
122,342
122,325
123,135
123,328
123,248
124,180
125,220
125,236
126,3
126,791
127,265
127,467
127,361
128,184
128,63
129,577
129,576
130,639
130,787
130,231
131,725
131,559
131,533
132,455
133,586
134,471
134,781
134,634
135,548
135,124
135,134
136,53
136,180
137,217
137,507
138,126
138,579
138,347
138,478
139,88
139,614
140,705
140,526
141,680
141,177
141,47
142,174
142,698
142,108
143,338
143,239
143,174
144,171
144,85
144,259
144,101
145,49
145,685
145,755
146,42
146,361
147,279
148,550
148,530
148,116
148,156
149,21
149,748
149,722
149,517
150,407
150,288
151,580
151,266
151,381
151,368
152,421
153,598
153,128
153,527
154,46
154,750
155,51
155,413
155,146
155,550
156,109
156,348
157,18
157,784
157,743
157,127
158,69
159,35
159,16
160,504
161,192
162,68
162,559
162,547
162,399
163,100
163,214
163,106
164,436
164,730
164,669
165,306
165,109
165,518
165,309
166,470
166,122
167,12
167,638
167,540
167,780
168,437
168,632
168,45
168,791
169,467
169,118
169,661
170,246
171,489
171,660
171,576
171,100
172,541
172,355
172,12
173,664
173,82
173,35
174,152
174,458
174,62
175,100
175,338
176,467
177,73
177,570
177,509
177,67
178,339
179,687
180,436
180,16
180,737
180,132
181,722
181,625
181,18
182,57
182,240
182,795
182,735
183,478
183,161
183,311
183,549
184,687
185,447
185,583
186,104
187,387
188,178
188,545
189,390
189,733
190,189
190,800
191,138
191,46
191,86
191,660
192,620
192,324
192,513
193,260
194,346
194,55
195,526
195,764
195,785
196,784
196,343
196,393
196,405
197,389
197,488
197,520
197,96
198,690
198,758
198,386
198,65
199,711
199,596
199,244
199,159
200,800
200,435
201,290
201,166
202,137
202,469
203,454
204,119
205,226
205,111
205,567
205,591
206,19
206,455
207,688
208,349
209,192
209,418
209,227
210,64
211,580
212,154
213,256
213,386
214,783
214,557
215,76
216,547
216,169
216,167
217,440
217,486
218,732
219,570
220,328
221,85
221,478
221,743
221,703
222,192
222,269
222,336
222,495
223,588
224,763
224,530
224,570
225,20
225,74
226,467
226,142
226,170
227,787
227,692
228,266
228,357
229,271
229,228
229,733
230,675
231,639
232,105
233,339
233,68
233,401
233,322
234,283
234,553
234,293
235,726
235,148
235,507
235,197
236,88
236,146
236,204
236,220
237,98
237,345
238,117
239,225
239,734
239,666
240,661
240,344
240,307
241,758
241,218
242,81
242,272
243,550
244,346
245,566
245,694
245,298
246,773
246,221
246,96
246,654
247,695
247,769
247,544
247,731
248,613
249,290
249,485
250,317
250,623
250,540
250,67
251,106
252,380
252,777
252,414
253,284
253,773
253,467
253,69
254,536
254,480
254,595
254,420
255,35
256,414
257,228
257,161
258,487
259,269
259,23
259,749
259,3
260,542
260,698
260,412
260,436
261,418
261,377
261,556
262,265
262,554
262,222
263,199
263,552
263,563
263,132
264,369
264,329
265,685
265,625
265,585
266,448
266,270
266,372
266,710
267,245
267,770
267,358
268,513
268,37
268,221
268,208
269,576
269,617
270,768
270,202
271,518
271,752
271,506
272,308
272,434
273,324
273,529
273,453
273,450
274,348
274,799
274,176
274,482
275,770
276,693
276,372
276,715
276,204
277,793
277,293
277,761
277,436
278,789
278,415
278,38
279,552
279,721
279,382
279,76
280,567
281,112
281,586
281,221
282,147
282,722
282,674
283,282
283,699
284,490
284,668
284,576
285,586
285,290
286,9
286,300
286,622
286,317
287,312
288,256
289,790
289,354
289,120
290,647
290,336
290,22
290,107
291,330
292,546
293,78
293,138
294,445
294,45
294,249
295,43
295,376
296,551
296,732
296,431
296,400
297,324
298,288
298,284
299,647
299,335
299,739
300,516
300,104
300,439
300,652
301,589
302,678
303,351
303,398
303,63
303,542
304,470
304,699
304,552
304,511
305,42
305,639
306,310
306,250
306,162
306,34
307,296
307,743
307,643
307,423
308,764
308,659
308,213
309,462
309,481
310,771
310,243
310,638
310,706
311,738
311,612
311,154
311,519
312,208
312,634
312,69
312,625
313,595
313,733
313,723
314,71
314,466
315,378
315,18
315,187
315,297
316,120
316,589
317,503
317,530
318,682
318,446
319,445
319,181
319,453
320,240
320,361
320,616
320,135
321,507
321,716
322,675
322,233
322,171
323,182
323,703
323,607
323,419
324,457
325,204
325,160
326,796
326,74
327,51
327,703
328,66
328,688
329,386
329,662
330,425
330,264
331,723
332,85
332,511
333,75
334,374
335,204
335,176
336,264
336,665
336,706
336,422
337,272
337,452
338,489
339,761
339,326
339,707
340,11
341,92
341,757
341,170
342,412
342,694
342,322
343,686
344,343
344,177
345,264
345,544
345,155
346,577
346,587
346,468
346,427
347,239
347,387
347,301
348,212
348,418
348,145
348,305
349,341
349,121
349,184
349,517
350,282
350,118
350,608
351,191
351,366
351,512
352,253
352,292
352,554
353,95
353,81
354,299
354,514
354,622
355,425
355,581
355,270
356,683
356,544
356,593
357,676
357,22
357,53
358,624
359,188
359,255
360,165
360,800
361,209
362,32
362,309
362,746
363,56
363,664
363,126
363,384
364,200
365,665
365,397
366,304
366,369
366,36
367,673
367,744
367,541
367,331
368,380
369,61
369,403
369,109
370,675
370,361
371,765
371,797
372,266
372,79
372,90
373,184
373,69
374,748
375,800
375,298
376,7
376,335
376,234
377,787
377,451
378,474
379,501
379,339
380,718
381,267
381,479
382,652
382,280
382,611
383,65
383,270
383,169
384,737
385,183
385,502
385,758
385,82
386,121
387,619
388,282
388,341
388,726
389,276
389,598
389,83
389,465
390,250
391,442
391,670
392,723
392,549
393,164
393,1
393,31
393,418
394,782
395,565
395,332
395,239
395,284
396,65
396,524
396,290
397,89
398,614
398,124
399,91
399,81
399,421
399,217
400,208
400,537
400,747
400,295
401,435
401,797
402,783
402,440
403,477
403,83
404,727
404,509
405,211
405,439
405,675
405,799
406,9
406,46
407,700
408,794
408,682
409,314
409,681
409,231
410,661
410,162
411,5
411,149
411,183
412,257
412,325
412,29
413,683
413,149
414,150
415,585
415,344
416,613
416,496
417,722
417,179
418,775
418,5
418,670
418,452
419,779
420,719
421,520
421,475
421,351
422,412
422,140
423,57
423,386
424,663
424,246
425,399
425,289
425,673
425,226
426,788
427,212
427,790
427,408
428,266
428,295
428,214
429,562
429,247
429,590
429,32
430,72
431,133
432,194
432,515
433,724
433,162
433,267
433,164
434,633
434,758
434,647
435,760
435,278
435,608
435,247
436,265
437,499
438,1
438,245
438,471
438,784
439,13
440,620
440,602
440,230
441,290
442,630
443,170
443,480
443,166
444,526
444,105
445,486
445,635
445,210
445,570
446,301
446,749
446,137
447,77
447,764
447,162
448,410
448,98
448,191
449,439
449,246
449,230
450,607
450,237
450,429
451,667
451,535
452,128
452,419
452,771
452,590
453,528
453,140
454,30
454,379
454,242
454,444
455,723
456,510
456,784
457,356
458,212
458,475
459,702
459,403
459,754
459,147
460,512
460,31
460,522
461,176
461,397
462,316
463,191
463,285
463,587
463,335
464,692
464,561
464,771
464,247
465,97
465,370
465,105
466,711
466,127
466,766
467,309
467,734
467,373
468,281
468,178
468,2
469,306
469,226
469,628
470,705
470,188
470,298
470,51
471,515
471,729
472,512
472,63
472,711
472,558
473,467
474,616
475,197
476,618
476,559
477,644
478,399
478,592
478,164
479,59
479,641
479,443
479,743
480,553
480,519
481,191
481,464
481,165
481,479
482,608
483,509
483,275
484,466
485,351
485,193
486,465
486,439
486,766
486,537
487,502
487,623
487,604
487,441
488,724
488,274
488,733
489,771
489,722
489,786
489,1
490,115
490,128
490,149
490,462
491,604
491,551
491,278
492,469
493,309
494,573
494,129
494,121
495,26
495,636
496,797
496,538
497,209
498,333
499,329
499,462
499,142
500,231
501,582
502,210
502,131
502,346
503,309
503,612
503,725
503,443
504,404
504,63
504,448
504,419
505,122
505,226
506,788
506,277
506,714
507,782
507,57
507,644
508,258
508,221
509,270
509,746
509,370
509,454
510,339
510,350
510,543
511,427
511,165
511,21
512,345
513,220
513,705
513,601
514,739
515,48
515,485
516,784
517,353
517,762
517,7
518,618
518,60
518,141
519,568
519,128
519,279
520,17
520,146
520,593
520,496
521,580
521,143
521,17
521,262
522,340
522,163
522,749
522,271
523,206
523,419
523,728
523,380
524,482
525,446
525,783
525,545
525,763
526,455
526,136
526,592
526,292
527,90
527,371
528,139
528,388
528,250
529,93
529,220
530,356
531,616
531,771
531,752
532,202
533,766
533,42
533,150
533,369
534,198
534,505
535,168
535,257
535,282
536,466
537,392
537,40
537,513
537,528
538,382
538,510
539,357
539,423
539,780
540,302
541,557
542,311
542,717
542,52
543,236
543,388
543,464
543,67
544,356
544,653
544,313
545,491
545,767
545,123
546,644
546,706
547,280
547,111
547,637
548,773
548,369
549,41
550,572
550,731
551,75
552,408
552,451
552,285
552,361
553,366
553,512
553,761
553,110
554,470
554,270
554,24
555,438
556,417
557,641
557,677
558,358
558,568
559,233
559,357
559,651
559,359
560,218
560,77
560,242
560,526
561,245
561,38
562,625
562,411
562,280
562,102
563,218
564,1
564,405
564,700
565,506
565,439
565,619
566,512
566,543
567,570
567,372
568,601
568,445
569,407
570,471
570,450
570,167
571,201
571,246
571,429
571,475
572,626
572,547
572,562
572,665
573,567
573,176
573,184
574,781
574,206
574,478
574,492
575,473
575,400
575,205
575,279
576,462
577,183
577,164
577,342
577,488
578,178
578,784
578,228
579,52
579,169
579,281
580,650
580,793
580,510
580,563
581,528
581,55
582,411
583,758
583,11
583,767
583,736
584,540
584,342
585,22
585,391
585,28
585,395
586,150
586,43
586,230
587,593
587,235
587,374
587,330
588,328
588,671
589,784
589,240
589,384
590,175
590,261
591,253
591,8
591,144
592,713
592,705
593,246
593,213
593,160
593,116
594,367
595,136
595,767
595,224
595,8
596,543
597,598
597,529
598,160
598,247
598,610
598,560
599,195
599,556
599,138
599,1
600,263
600,748
600,297
600,150
601,183
601,562
602,643
602,679
602,476
602,775
603,593
603,177
603,199
604,585
604,22
604,29
605,334
605,80
605,190
605,302
606,631
606,92
606,10
606,545
607,663
608,129
609,201
609,205
609,705
610,179
610,179
610,363
611,783
611,258
611,115
612,416
612,113
612,743
612,604
613,555
614,239
615,608
615,538
615,16
615,550
616,725
616,272
617,779
617,188
618,405
619,593
619,604
620,133
621,427
621,478
621,474
622,80
622,783
623,655
624,762
625,236
625,748
625,450
625,623
626,571
627,191
627,159
628,665
628,224
628,424
629,447
629,589
630,469
630,239
630,605
631,414
631,288
631,93
631,660
632,388
632,603
633,366
633,18
633,114
634,172
634,291
635,249
635,576
635,15
636,447
636,126
637,294
638,552
639,111
639,464
639,179
640,614
640,178
640,781
641,196
641,595
641,103
642,567
643,188
643,514
643,43
644,732
644,578
644,35
645,222
645,526
645,398
646,151
647,251
648,192
649,386
650,534
650,794
651,215
651,532
651,75
652,337
653,383
653,461
653,383
654,231
654,727
654,529
654,356
655,150
655,217
656,353
656,127
656,631
657,186
658,540
658,322
658,344
659,499
659,49
659,235
659,409
660,407
661,12
661,745
661,759
662,580
662,727
662,192
663,23
663,424
663,789
664,52
665,309
665,678
666,689
667,35
667,643
668,770
668,429
668,482
669,179
669,343
670,229
670,457
670,47
671,299
671,332
672,315
672,378
672,274
673,150
673,84
673,539
674,29
675,412
676,522
676,345
676,220
677,673
677,531
678,70
678,150
679,25
679,582
679,553
679,686
680,396
680,592
681,438
681,538
682,688
683,743
683,390
683,204
683,591
684,268
684,536
684,733
685,103
685,329
685,444
686,188
686,126
687,442
687,339
687,570
687,57
688,71
688,747
689,27
689,428
689,392
689,331
690,402
690,207
690,723
690,306
691,181
692,426
692,465
692,557
692,47
693,170
694,650
694,338
694,341
694,148
695,699
695,142
695,753
695,226
696,659
696,552
696,104
696,572
697,564
697,234
698,293
698,554
698,691
698,415
699,163
700,778
700,764
700,667
701,261
701,348
702,375
702,638
702,754
702,215
703,688
703,256
703,371
703,638
704,561
704,482
705,563
705,307
705,641
705,625
706,225
706,660
706,528
706,295
707,427
707,661
707,126
707,466
708,602
708,569
708,331
708,254
709,211
710,461
710,746
711,211
711,362
712,214
712,788
712,120
713,463
713,67
713,622
713,522
714,40
714,534
714,292
714,441
715,413
715,734
715,225
715,570
716,686
717,326
717,147
717,538
717,376
718,59
718,158
718,65
718,475
719,366
719,38
719,690
720,140
720,664
720,54
720,243
721,586
722,392
722,247
723,99
723,26
723,89
724,188
724,97
724,425
724,799
725,548
725,437
726,86
726,66
727,579
728,515
728,270
729,419
729,220
730,491
730,257
730,610
731,152
732,123
732,120
732,550
733,39
733,707
733,637
734,755
734,757
734,406
734,748
735,320
735,267
735,161
736,707
736,349
736,617
737,222
737,771
738,579
738,690
738,586
738,91
739,630
739,534
740,670
740,720
740,653
741,544
741,212
741,56
742,484
742,474
742,162
743,199
743,224
743,691
744,50
744,110
744,568
745,91
746,757
746,40
747,274
748,457
748,584
748,473
749,300
749,280
750,692
751,191
751,34
751,393
751,705
752,286
752,643
752,118
752,82
753,244
753,384
754,35
755,293
756,539
756,654
757,688
758,717
758,30
758,697
759,729
759,290
760,627
760,565
761,174
761,228
761,327
761,249
762,264
762,148
762,708
763,663
763,697
763,499
763,679
764,469
765,59
766,369
766,730
766,777
766,127
767,736
767,567
768,452
769,486
769,174
769,619
769,409
770,786
770,1
771,59
771,558
771,664
771,788
772,414
772,650
773,76
773,399
773,164
773,436
774,379
774,383
774,180
775,656
775,134
775,119
776,36
777,101
778,286
778,534
778,255
778,777
779,696
779,654
779,333
780,239
780,463
781,99
781,378
781,194
781,473
782,609
782,651
782,736
782,15
783,569
783,358
784,100
784,620
785,699
786,442
786,604
786,493
787,479
787,744
787,781
788,654
788,655
789,446
789,541
789,268
789,202
790,728
791,610
791,225
791,723
792,706
792,516
792,686
793,472
794,370
794,332
795,258
795,443
795,654
795,416
796,181
796,521
797,616
797,397
798,549
798,387
798,650
799,669
799,31
799,234
799,790
800,415
800,234
800,591
801,178
801,147
801,77
801,667
802,400
803,223
803,460
803,386
803,767
804,445
804,293
804,648
805,179
806,548
807,57
807,207
807,360
808,577
809,243
810,300
810,758
811,67
811,548
811,569
812,773
812,223
812,419
813,126
814,17
815,221
815,633
815,224
816,33
817,178
817,703
817,30
817,601
818,212
818,593
818,109
819,376
819,629
820,702
820,741
820,129
820,390
821,466
821,442
821,97
822,99
822,63
823,26
824,516
825,706
825,46
826,652
826,300
826,343
826,281
827,66
827,94
827,401
827,23
828,266
828,369
828,624
828,217
829,427
829,84
829,108
829,797
830,153
830,729
830,117
831,155
831,647
831,419
831,243
832,21
833,510
834,795
834,341
834,467
834,484
835,90
836,313
836,285
836,390
837,789
837,509
837,631
838,612
838,523
838,737
838,159
839,388
839,480
839,660
840,73
841,255
841,123
842,363
842,772
843,679
843,218
843,522
843,120
844,614
844,47
845,297
845,736
845,673
846,295
846,762
846,729
846,736
847,233
847,785
847,247
848,313
848,363
848,169
849,483
850,400
851,529
851,88
851,68
851,489
852,216
853,618
853,267
854,702
854,439
854,744
854,787
855,328
855,566
855,340
856,647
856,511
856,334
856,12
857,720
858,408
858,254
859,115
860,608
861,282
862,65
862,261
863,784
863,129
863,240
863,557
864,222
865,167
865,341
866,52
866,385
867,620
867,393
868,728
868,52
869,788
869,287
870,388
870,90
870,768
870,349
871,157
871,559
872,541
872,64
872,669
872,250
873,707
874,427
875,276
875,712
875,605
875,49
876,680
876,130
876,677
877,53
877,125
878,287
878,273
879,103
879,681
879,500
879,555
880,499
880,382
881,62
882,35
882,755
883,792
883,473
883,274
883,612
884,789
884,693
884,568
884,350
885,230
885,99
886,658
887,617
887,289
888,41
888,439
888,107
889,733
889,16
889,96
890,400
890,662
890,436
891,548
892,487
893,134
893,726
893,588
894,605
894,767
894,154
895,740
896,60
896,308
896,375
897,736
897,588
898,184
898,476
898,111
899,324
900,675
900,367
900,493
901,649
902,769
902,708
902,516
902,699
903,783
904,585
905,645
905,481
905,706
905,353
906,97
907,715
908,179
908,33
908,603
909,142
910,728
910,148
910,756
911,83
911,366
911,255
912,520
912,553
913,397
913,716
913,136
914,711
914,201
914,638
914,331
915,14
915,218
916,325
916,473
916,187
917,61
917,637
917,602
917,209
918,262
918,796
918,564
918,690
919,178
919,70
919,648
920,625
921,589
921,89
922,356
923,284
923,455
923,673
924,189
924,97
924,264
925,218
925,254
925,236
925,769
926,146
926,593
926,7
926,635
927,390
927,702
927,309
927,235
928,130
929,716
929,532
929,544
929,291
930,400
930,444
930,393
930,55
931,76
931,655
931,266
932,448
933,540
933,22
933,169
934,554
934,54
934,421
935,326
935,274
935,93
935,539
936,12
936,552
936,634
937,498
937,566
937,556
938,583
938,461
938,40
938,738
939,582
939,121
939,2
940,386
940,566
941,203
941,391
941,658
941,610
942,149
942,476
942,571
942,140
943,510
944,155
944,771
944,506
944,68
945,585
945,698
946,281
946,157
946,790
947,544
947,681
947,95
947,529
948,237
948,785
948,442
948,752
949,287
950,321
950,618
951,133
952,205
953,648
954,785
954,250
954,61
954,708
955,495
955,307
956,668
957,99
957,309
957,251
957,551
958,343
958,98
959,522
959,87
959,319
959,25
960,390
960,238
960,675
961,109
961,242
961,364
962,594
963,281
963,406
963,730
963,36
964,118
964,449
965,121
965,301
966,210
966,718
966,702
966,690
967,531
967,437
968,151
968,213
969,630
970,176
971,772
971,527
971,702
972,357
972,747
973,224
973,323
973,574
974,649
974,226
974,349
974,770
975,676
976,672
976,466
976,301
976,552
977,329
977,798
977,158
977,476
978,368
978,550
978,775
979,764
979,781
980,202
980,1
981,517
981,455
982,175
982,416
982,95
982,449
983,785
983,328
984,484
984,411
984,146
984,572
985,579
985,678
985,662
986,132
987,235
988,278
988,332
988,730
989,256
989,739
989,190
990,25
990,569
990,479
990,146
991,429
992,666
992,307
992,653
993,318
994,739
994,790
994,676
995,59
996,107
996,704
996,522
997,602
997,773
997,577
998,587
998,562
998,378
999,115
999,513
1000,734
1000,464
1000,201
1000,119
1,500
1,324
1,714
2,416
3,100
3,658
4,115
4,650
4,701
4,646
5,749
6,697
6,467
6,372
6,759
7,613
7,510
7,69
8,380
8,24
9,488
9,297
9,167
10,47
10,65
10,754
10,623
11,400
11,651
11,585
12,260
13,763
13,667
13,728
14,656
15,380
15,376
15,524
15,551
16,510
17,636
17,387
17,560
17,761
18,71
18,271
18,243
18,508
19,221
19,121
19,352
20,158
20,582
20,111
20,281
21,412
22,363
23,19
23,210
24,557
25,285
26,304
27,705
27,531
27,769
27,787
28,782
28,557
28,334
28,351
29,494
30,620
30,636
30,629
30,290
31,562
31,90
32,218
32,692
33,614
33,59
33,587
34,603
35,685
35,700
35,563
36,380
36,396
36,183
36,794
37,525
37,19
37,63
38,434
38,679
38,763
39,631
39,395
39,318
40,405
40,330
40,60
41,477
41,221
41,318
42,227
42,513
43,121
43,560
44,372
44,712
44,446
44,585
45,254
45,653
45,51
45,152
46,226
46,147
46,312
47,177
48,631
48,531
48,389
49,254
50,643
50,13
50,265
51,360
51,774
51,318
52,268
52,690
52,779
52,661
53,129
53,694
53,486
54,586
54,115
54,294
55,255
56,325
57,2
57,752
57,677
57,674
58,409
58,588
58,364
58,249
59,349
59,234
59,731
60,333
60,515
60,503
60,311
61,139
61,565
61,620
62,69
62,748
63,610
63,353
64,444
64,537
64,662
65,111
65,194
65,10
66,243
66,421
66,100
66,163
67,472
67,573
68,647
68,779
69,194
69,219
69,580
70,207
70,716
70,345
70,401
71,384
71,571
71,90
71,800
72,25
72,692
73,649
73,737
73,583
74,311
74,734
74,568
75,596
75,62
75,628
75,356
76,399
76,41
76,172
76,742
77,56
77,585
78,382
78,114
78,749
79,704
80,791
80,85
80,420
81,766
81,512
81,45
81,543
82,522
82,746
82,252
83,491
84,529
84,101
84,185
85,214
85,50
85,65
85,382
86,48
87,11
87,631
87,778
88,374
88,424
88,729
88,754
89,33
89,226
90,496
90,216
91,52
91,3
91,571
91,530
92,157
93,467
93,778
94,254
94,246
94,4
94,486
95,400
95,27
96,264
96,768
97,234
97,677
97,362
98,541
98,378
98,210
98,733
99,247
99,662
99,542
99,12
100,522
100,200
100,582
100,621
101,66
101,169
101,697
102,265
102,378
103,479
103,722
104,739
105,310
105,486
106,43
107,756
107,628
108,792
108,681
108,493
109,322
109,769
109,718
109,52
110,66
110,628
110,601
111,94
111,449
111,325
112,565
113,271
113,596
113,404
113,588
114,128
115,172
116,228
116,246
116,475
116,413
117,29
117,796
117,793
118,715
119,432
119,533
119,792
120,311
120,107
121,279
122,222
122,431
122,299
123,697
123,414
124,726
125,642
125,389
125,555
125,44
126,479
126,439
127,614
127,367
127,692
127,624
128,775
129,775
129,511
130,783
130,284
130,372
131,559
131,65
131,413
132,569
133,25
133,148
133,736
133,263
134,642
134,651
134,661
134,733
135,748
136,538
136,256
136,210
136,344
137,703
137,101
137,32
137,565
138,29
139,398
139,410
140,703
141,289
141,709
141,136
142,347
143,36
143,763
143,122
144,645
144,519
144,282
145,170
145,13
145,601
145,621
146,157
147,589
148,470
148,692
148,578
148,554
149,298
149,421
150,414
150,292
150,488
150,4
151,307
151,187
151,797
152,568
152,717
152,508
153,344
154,247
154,266
155,167
156,511
157,74
157,441
158,65
158,625
158,68
158,722
159,5
160,94
160,691
161,624
161,252
161,460
161,621
162,684
163,594
163,239
163,536
164,601
165,161
166,423
166,34
166,357
166,274
167,461
167,742
168,112
168,372
168,767
169,778
169,226
169,253
169,711
170,98
170,266
170,87
170,353
171,709
171,755
171,1
171,386
172,55
173,104
174,440
174,608
175,509
175,37
176,233
176,205
177,617
178,79
178,577
178,26
179,151
180,160
180,668
180,47
181,147
181,559
181,530
181,700
182,331
182,234
183,783
184,740
185,641
186,476
186,142
187,48
187,307
187,646
187,107
188,496
188,689
189,240
189,173
190,448
190,92
190,45
191,543
192,493
192,240
193,786
194,567
194,75
194,265
195,530
195,506
195,701
195,471
196,500
196,448
197,579
198,463
198,177
198,602
199,776
199,165
199,11
200,292
201,742
202,358
202,116
203,427
204,685
204,211
205,672
205,269
205,579
205,472
206,288
206,87
206,83
207,324
208,235
208,766
209,371
209,702
210,552
210,560
210,231
210,288
211,378
211,380
212,641
212,416
213,715
214,673
214,164
215,220
215,239
215,200
215,207
216,44
216,262
216,465
217,177
218,186
218,14
218,423
219,567
219,122
220,634
220,521
221,690
221,665
221,762
221,1
222,432
222,289
222,92
223,356
223,167
223,541
224,247
224,642
224,537
224,100
225,406
225,124
226,302
226,513
227,414
227,363
227,148
227,776
228,324
228,594
229,552
229,687
229,321
229,373
230,710
230,712
230,561
231,156
232,511
232,604
232,563
232,718
233,499
233,161
234,228
234,499
234,70
235,222
236,337
237,564
238,424
239,273
239,714
239,590
240,509
240,95
240,425
241,187
241,373
242,610
242,280
242,348
242,334
243,399
243,481
243,392
244,578
244,746
244,530
245,103
245,94
245,398
246,650
247,81
247,492
248,143
248,720
248,135
248,332
249,109
249,431
249,554
249,288
250,425
250,380
250,701
251,268
251,185
251,661
252,431
253,739
253,382
253,675
254,518
254,704
254,704
255,371
255,600
256,135
256,497
257,773
257,171
257,214
257,145
258,775
258,222
258,310
258,344
259,17
259,486
260,786
260,700
261,261
261,630
261,757
262,426
262,713
262,496
262,104
263,121
263,31
264,563
264,684
264,18
264,444
265,251
265,88
265,300
266,570
266,218
267,215
268,723
268,18
269,645
269,442
270,747
270,33
271,462
271,660
271,757
271,476
272,349
272,242
272,402
273,502
273,681
274,143
274,310
274,163
274,68
275,647
275,458
276,459
276,641
277,568
277,799
277,60
277,397
278,310
278,147
279,692
279,606
279,219
280,336
280,59
280,70
281,80
281,657
281,506
282,243
282,535
283,52
284,698
284,704
285,701
286,349
286,722
287,29
287,482
288,118
289,233
289,788
290,378
290,173
290,691
291,712
291,351
292,523
293,11
293,262
294,434
294,27
295,562
295,239
295,669
296,463
297,558
297,582
297,757
297,20
298,388
299,696
299,36
300,125
300,405
301,587
301,769
301,148
301,196
302,745
302,32
302,713
303,204
303,65
304,596
305,55
305,89
305,709
306,132
306,583
306,100
307,418
307,538
307,164
308,4
308,232
308,157
309,508
309,365
309,31
310,528
311,300
311,717
312,679
313,205
313,567
313,585
313,504
314,92
315,4
315,593
316,528
317,688
317,499
317,468
317,402
318,762
318,93
318,71
319,759
319,475
320,427
321,560
321,711
322,450
322,731
322,174
323,666
324,507
325,534
325,572
326,314
326,404
326,754
327,274
327,396
327,121
327,368
328,468
328,14
329,422
329,168
330,480
331,582
332,754
332,436
332,522
332,549
333,703
333,413
333,359
333,293
334,766
334,21
335,375
336,791
336,753
337,126
337,222
337,112
338,500
338,414
338,76
339,368
339,304
339,561
340,585
340,200
340,618
340,712
341,649
341,695
341,779
341,376
342,782
343,578
343,208
344,335
345,601
346,72
346,147
346,12
346,477
347,531
347,785
348,650
348,55
348,628
348,125
349,586
349,652
349,475
350,511
350,26
350,693
350,235
351,501
351,386
352,110
352,225
353,441
353,420
353,4
354,314
354,87
355,482
355,362
355,173
356,188
357,246
357,62
357,27
358,744
358,255
358,643
358,80
359,309
359,507
359,98
359,521
360,112
360,375
361,317
361,71
361,602
362,358
362,760
363,3
363,603
363,673
363,179
364,352
364,66
364,253
365,406
366,633
366,56
366,656
366,389
367,307
367,448
367,119
368,448
369,625
369,623
370,33
370,722
370,458
370,417
371,713
372,172
373,618
374,461
374,355
374,712
375,710
376,167
376,405
376,759
377,327
377,558
377,128
378,442
379,361
379,577
379,356
379,191
380,629
380,94
380,703
381,479
381,215
381,611
382,513
383,120
384,789
384,424
385,379
386,658
387,236
388,435
388,746
388,507
389,482
389,583
389,522
390,719
390,337
391,4
391,281
391,36
391,610
392,552
392,582
392,168
392,375
393,699
393,331
393,313
394,513
395,730
395,491
395,397
396,739
